Species	RefSeq ID	Name
Escherichia coli	GCF_000332755.1	ASM33275v1
Staphylococcus aureus	GCF_014696685.1	ASM1469668v2
Bacillus subtilis	GCF_040616335.1	TIED-A
Bacillus subtilis	GCF_002202035.1	ASM220203v1
Salmonella enterica	GCF_001956735.1	ASM195673v1
Staphylococcus aureus	GCF_009912975.1	ASM991297v1
Pseudomonas aeruginosa	GCF_016745155.1	ASM1674515v1
Escherichia coli	GCF_022759845.1	ASM2275984v1
Escherichia coli	GCF_002090355.1	ASM209035v1
Staphylococcus aureus	GCF_036670075.1	ASM3667007v1
Salmonella enterica	GCF_027920345.1	ASM2792034v1
Escherichia coli	GCF_022494605.1	ASM2249460v1
Staphylococcus aureus	GCF_033952345.2	BSN53_Closure
Salmonella enterica	GCF_022559345.1	ASM2255934v1
Salmonella enterica	GCF_003717515.1	ASM371751v1
Escherichia coli	GCF_014854675.1	ASM1485467v1
Escherichia coli	GCF_023657995.1	ASM2365799v1
Escherichia coli	GCF_029988575.1	ASM2998857v1
Listeria monocytogenes	GCF_001005985.1	ASM100598v1
Salmonella enterica	GCF_005890095.1	ASM589009v1
Staphylococcus aureus	GCF_037095045.2	BSN77_Closure
Escherichia coli	GCF_022591475.1	ASM2259147v1
Salmonella enterica	GCF_000483715.2	ASM48371v2
Staphylococcus aureus	GCF_036670125.1	ASM3667012v1
Staphylococcus aureus	GCF_003354665.1	ASM335466v1
Escherichia coli	GCF_025995475.1	ASM2599547v1
Pseudomonas aeruginosa	GCF_027570795.1	ASM2757079v1
Salmonella enterica	GCF_006517015.1	ASM651701v1
Escherichia coli	GCF_025369915.1	ASM2536991v1
Escherichia coli	GCF_009618015.1	ASM961801v1
Pseudomonas aeruginosa	GCF_027570935.1	ASM2757093v1
Pseudomonas aeruginosa	GCF_022810945.1	ASM2281094v1
Escherichia coli	GCF_015535015.1	ASM1553501v1
Escherichia coli	GCF_021534885.1	ASM2153488v1
Escherichia coli	GCF_016939795.1	ASM1693979v1
Pseudomonas aeruginosa	GCF_009648875.1	ASM964887v1
Salmonella enterica	GCF_015732575.1	S520
Staphylococcus aureus	GCF_037199595.2	BSN92_Closure
Staphylococcus aureus	GCF_002089095.2	ASM208909v2
Pseudomonas aeruginosa	GCF_000284555.1	ASM28455v1
Escherichia coli	GCF_015571795.1	ASM1557179v1
Escherichia coli	GCF_009720605.1	ASM972060v1
Staphylococcus aureus	GCF_015774815.1	ASM1577481v1
Pseudomonas aeruginosa	GCF_019915485.1	ASM1991548v1
Escherichia coli	GCF_040549815.1	ASM4054981v1
Salmonella enterica	GCF_018460045.1	ASM1846004v1
Salmonella enterica	GCF_002507745.2	ASM250774v2
Salmonella enterica	GCF_015052745.1	ASM1505274v1
Pseudomonas aeruginosa	GCF_003369775.1	ASM336977v1
Staphylococcus aureus	GCF_003354905.1	ASM335490v1
Pseudomonas aeruginosa	GCF_027571055.1	ASM2757105v1
Staphylococcus aureus	GCF_002085525.1	ASM208552v1
Enterococcus faecalis	GCF_023375545.1	ASM2337554v1
Escherichia coli	GCF_028551585.1	ASM2855158v1
Escherichia coli	GCF_030013575.1	ASM3001357v1
Escherichia coli	GCF_000021125.1	ASM2112v1
Salmonella enterica	GCF_022350005.1	ASM2235000v1
Escherichia coli	GCF_022493255.1	ASM2249325v1
Listeria monocytogenes	GCF_030168205.1	ASM3016820v1
Escherichia coli	GCF_034641715.1	ASM3464171v1
Escherichia coli	GCF_012934575.1	ASM1293457v1
Enterococcus faecalis	GCF_016743895.1	ASM1674389v1
Salmonella enterica	GCF_002983965.1	ASM298396v1
Escherichia coli	GCF_900174635.1	WI2
Escherichia coli	GCF_002741475.1	ASM274147v1
Salmonella enterica	GCF_001051695.2	ASM105169v2
Escherichia coli	GCF_022493675.1	ASM2249367v1
Escherichia coli	GCF_011044355.1	ASM1104435v1
Escherichia coli	GCF_009832985.1	ASM983298v1
Salmonella enterica	GCF_037771175.1	ASM3777117v1
Staphylococcus aureus	GCF_003944865.1	ASM394486v1
Staphylococcus aureus	GCF_000204665.1	ASM20466v1
Salmonella enterica	GCF_003641285.1	ASM364128v1
Salmonella enterica	GCF_001623705.1	ASM162370v1
Staphylococcus aureus	GCF_009731595.1	ASM973159v1
Escherichia coli	GCF_014076685.2	ASM1407668v2
Salmonella enterica	GCF_022936405.1	ASM2293640v1
Salmonella enterica	GCF_001834965.2	ASM183496v2
Escherichia coli	GCF_029909715.1	ASM2990971v1
Escherichia coli	GCF_003571825.1	ASM357182v1
Escherichia coli	GCF_019375055.2	ASM1937505v2
Salmonella enterica	GCF_028892865.1	ASM2889286v1
Staphylococcus aureus	GCF_017161095.1	ASM1716109v1
Salmonella enterica	GCF_001756025.2	ASM175602v2
Listeria monocytogenes	GCF_001999145.1	ASM199914v1
Escherichia coli	GCF_020809385.1	ASM2080938v1
Escherichia coli	GCF_023206675.1	ASM2320667v1
Escherichia coli	GCF_002142715.1	ASM214271v1
Escherichia coli	GCF_014904315.2	ASM1490431v2
Salmonella enterica	GCF_019339425.1	ASM1933942v1
Escherichia coli	GCF_020827655.1	ASM2082765v1
Escherichia coli	GCF_036884395.1	ASM3688439v1
Limosilactobacillus fermentum	GCF_030291755.1	ASM3029175v1
Salmonella enterica	GCF_016454245.1	ASM1645424v1
Escherichia coli	GCF_001442495.1	ASM144249v1
Escherichia coli	GCF_001280385.1	ASM128038v1
Escherichia coli	GCF_016775985.1	ASM1677598v1
Escherichia coli	GCF_020042705.1	ASM2004270v1
Escherichia coli	GCF_018141125.1	ASM1814112v1
Staphylococcus aureus	GCF_025559125.1	ASM2555912v1
Pseudomonas aeruginosa	GCF_029961665.1	ASM2996166v1
Escherichia coli	GCF_902703415.1	Combinated_assembly_ONT_-_Illumina
Escherichia coli	GCF_036502285.1	ASM3650228v1
Staphylococcus aureus	GCF_023170045.1	ASM2317004v1
Salmonella enterica	GCF_000335995.2	ASM33599v2
Escherichia coli	GCF_900636795.1	44087_H02
Escherichia coli	GCF_015277555.1	ASM1527755v1
Escherichia coli	GCF_022493215.1	ASM2249321v1
Bacillus subtilis	GCF_905315015.2	NRS6132B
Escherichia coli	GCF_037750835.1	ASM3775083v1
Pseudomonas aeruginosa	GCF_036237095.1	ASM3623709v1
Escherichia coli	GCF_002056635.1	ASM205663v1
Pseudomonas aeruginosa	GCF_027571035.1	ASM2757103v1
Staphylococcus aureus	GCF_900636695.1	43874_B01
Escherichia coli	GCF_036501505.1	ASM3650150v1
Pseudomonas aeruginosa	GCF_008245185.1	ASM824518v1
Bacillus subtilis	GCF_004119655.1	ASM411965v1
Pseudomonas aeruginosa	GCF_003288435.1	ASM328843v1
Escherichia coli	GCF_013357345.1	ASM1335734v1
Enterococcus faecalis	GCF_036280735.1	ASM3628073v1
Listeria monocytogenes	GCF_002214145.1	ASM221414v1
Salmonella enterica	GCF_028551175.1	ASM2855117v1
Staphylococcus aureus	GCF_024612055.1	ASM2461205v1
Escherichia coli	GCF_951802865.1	ARM86
Salmonella enterica	GCF_004135835.1	ASM413583v1
Escherichia coli	GCF_018884525.1	ASM1888452v1
Staphylococcus aureus	GCF_022693285.1	ASM2269328v1
Escherichia coli	GCF_037563415.1	ASM3756341v1
Escherichia coli	GCF_033802465.1	ASM3380246v1
Salmonella enterica	GCF_001558355.2	ASM155835v2
Staphylococcus aureus	GCF_000462955.1	ASM46295v1
Escherichia coli	GCF_019355475.1	ASM1935547v1
Staphylococcus aureus	GCF_022369535.1	ASM2236953v1
Staphylococcus aureus	GCF_004118995.1	ASM411899v1
Bacillus subtilis	GCF_037201935.1	ASM3720193v1
Staphylococcus aureus	GCF_003354565.1	ASM335456v1
Salmonella enterica	GCF_003325215.1	ASM332521v1
Pseudomonas aeruginosa	GCF_036418145.1	ASM3641814v1
Escherichia coli	GCF_030295055.1	ASM3029505v1
Pseudomonas aeruginosa	GCF_013347245.1	ASM1334724v1
Escherichia coli	GCF_024585645.1	ASM2458564v1
Escherichia coli	GCF_026247825.1	ASM2624782v1
Staphylococcus aureus	GCF_009912375.1	ASM991237v1
Staphylococcus aureus	GCF_003031425.1	ASM303142v1
Pseudomonas aeruginosa	GCF_023612335.1	ASM2361233v1
Bacillus subtilis	GCF_004101365.1	ASM410136v1
Bacillus subtilis	GCF_022654795.1	ASM2265479v1
Listeria monocytogenes	GCF_008807915.1	ASM880791v1
Escherichia coli	GCF_024735245.1	ASM2473524v1
Escherichia coli	GCF_013167155.1	ASM1316715v1
Salmonella enterica	GCF_008727595.1	ASM872759v1
Salmonella enterica	GCF_009017335.1	ASM901733v1
Escherichia coli	GCF_007995175.1	ASM799517v1
Escherichia coli	GCF_004759025.1	ASM475902v1
Escherichia coli	GCF_013168215.1	ASM1316821v1
Escherichia coli	GCF_013694465.1	ASM1369446v1
Salmonella enterica	GCF_016025375.1	ASM1602537v1
Escherichia coli	GCF_001183685.1	ASM118368v1
Escherichia coli	GCF_002716885.1	ASM271688v1
Staphylococcus aureus	GCF_009911855.1	ASM991185v1
Pseudomonas aeruginosa	GCF_025200845.1	ASM2520084v1
Escherichia coli	GCF_001677515.1	ASM167751v1
Salmonella enterica	GCF_037775235.1	ASM3777523v1
Salmonella enterica	GCF_000626335.1	ASM62633v1
Bacillus subtilis	GCF_034258595.1	ASM3425859v1
Staphylococcus aureus	GCF_038024735.1	WGS_using_MinION_R10.4.1_of_Staphylococcus_aureus_TUM22730
Pseudomonas aeruginosa	GCF_001900225.1	ASM190022v1
Staphylococcus aureus	GCF_030758855.1	ASM3075885v1
Staphylococcus aureus	GCF_030533955.1	ASM3053395v1
Escherichia coli	GCF_002952095.1	ASM295209v1
Escherichia coli	GCF_008761515.1	ASM876151v1
Staphylococcus aureus	GCF_001548295.1	ASM154829v1
Escherichia coli	GCF_916098155.1	CNR65D6gen
Staphylococcus aureus	GCF_037414495.1	BSN131
Staphylococcus aureus	GCF_019551355.1	ASM1955135v1
Pseudomonas aeruginosa	GCF_001516165.2	ASM151616v2
Staphylococcus aureus	GCF_020389485.1	ASM2038948v1
Escherichia coli	GCF_013167775.1	ASM1316777v1
Staphylococcus aureus	GCF_000237265.1	ASM23726v1
Staphylococcus aureus	GCF_020889645.1	ASM2088964v1
Listeria monocytogenes	GCF_000613085.1	R479A_18022011
Escherichia coli	GCF_005221925.1	ASM522192v1
Escherichia coli	GCF_028609765.1	ASM2860976v1
Staphylococcus aureus	GCF_001548415.1	ASM154841v1
Escherichia coli	GCF_030013435.1	ASM3001343v1
Escherichia coli	GCF_002310635.1	ASM231063v1
Escherichia coli	GCF_016767775.1	ASM1676777v1
Salmonella enterica	GCF_001620155.1	ASM162015v1
Salmonella enterica	GCF_039778205.1	ASM3977820v1
Pseudomonas aeruginosa	GCF_027570895.1	ASM2757089v1
Escherichia coli	GCF_033098885.1	ASM3309888v1
Escherichia coli	GCF_000978845.2	ASM97884v2
Enterococcus faecalis	GCF_017280035.1	ASM1728003v1
Escherichia coli	GCF_024585785.1	ASM2458578v1
Escherichia coli	GCF_037572835.1	ASM3757283v1
Staphylococcus aureus	GCF_000009645.1	ASM964v1
Escherichia coli	GCF_034644455.1	ASM3464445v1
Staphylococcus aureus	GCF_026625925.1	ASM2662592v1
Escherichia coli	GCF_002587005.1	ASM258700v1
Escherichia coli	GCF_030908665.1	ASM3090866v1
Staphylococcus aureus	GCF_003354545.1	ASM335454v1
Pseudomonas aeruginosa	GCF_022569855.1	ASM2256985v1
Escherichia coli	GCF_025995415.1	ASM2599541v1
Staphylococcus aureus	GCF_020702545.2	ASM2070254v2
Bacillus subtilis	GCF_002142595.1	ASM214259v1
Salmonella enterica	GCF_001975555.1	ASM197555v1
Salmonella enterica	GCF_001975645.1	ASM197564v1
Staphylococcus aureus	GCF_022494565.1	ASM2249456v1
Escherichia coli	GCF_016432805.1	ASM1643280v1
Escherichia coli	GCF_016904075.1	ASM1690407v1
Escherichia coli	GCF_000599685.1	ASM59968v1
Salmonella enterica	GCF_029591745.1	ASM2959174v1
Escherichia coli	GCF_034640615.1	ASM3464061v1
Staphylococcus aureus	GCF_019551235.1	ASM1955123v1
Salmonella enterica	GCF_000430145.2	ASM43014v3
Salmonella enterica	GCF_029692005.1	ASM2969200v1
Escherichia coli	GCF_002951795.1	ASM295179v1
Listeria monocytogenes	GCF_002105655.1	ASM210565v1
Escherichia coli	GCF_014622725.1	ASM1462272v1
Salmonella enterica	GCF_028893335.1	ASM2889333v1
Escherichia coli	GCF_025398375.1	ASM2539837v1
Pseudomonas aeruginosa	GCF_002205335.1	ASM220533v1
Salmonella enterica	GCF_026248385.1	ASM2624838v1
Escherichia coli	GCF_033970845.1	ASM3397084v1
Salmonella enterica	GCF_023518175.1	ASM2351817v1
Escherichia coli	GCF_030995165.1	ASM3099516v1
Pseudomonas aeruginosa	GCF_023101265.1	ASM2310126v1
Salmonella enterica	GCF_029592045.1	ASM2959204v1
Escherichia coli	GCF_029674705.1	ASM2967470v1
Escherichia coli	GCF_026248885.1	ASM2624888v1
Salmonella enterica	GCF_001975305.1	ASM197530v1
Staphylococcus aureus	GCF_038788575.1	18-02202-1_RKI_Sau
Salmonella enterica	GCF_025808275.1	ASM2580827v1
Pseudomonas aeruginosa	GCF_001447845.1	ASM144784v1
Escherichia coli	GCF_014295275.1	ASM1429527v1
Listeria monocytogenes	GCF_002213865.1	ASM221386v1
Staphylococcus aureus	GCF_004026165.1	ASM402616v1
Escherichia coli	GCF_026506375.1	ASM2650637v1
Escherichia coli	GCF_024508155.1	ASM2450815v1
Escherichia coli	GCF_900636055.1	38656_H02
Escherichia coli	GCF_016889025.1	ASM1688902v1
Escherichia coli	GCF_900618295.1	ecoli019
Pseudomonas aeruginosa	GCF_900636755.1	43941_E01
Salmonella enterica	GCF_003181075.1	ASM318107v1
Salmonella enterica	GCF_008313815.1	ASM831381v1
Salmonella enterica	GCF_004328805.1	ASM432880v1
Bacillus subtilis	GCF_020311615.1	ASM2031161v1
Escherichia coli	GCF_014858525.1	ASM1485852v1
Escherichia coli	GCF_004135915.1	ASM413591v1
Salmonella enterica	GCF_000623615.2	ASM62361v2
Pseudomonas aeruginosa	GCF_027570815.1	ASM2757081v1
Escherichia coli	GCF_024918195.1	ASM2491819v1
Staphylococcus aureus	GCF_013008375.1	ASM1300837v1
Enterococcus faecalis	GCF_028335445.1	ASM2833544v1
Pseudomonas aeruginosa	GCF_036232225.1	ASM3623222v1
Escherichia coli	GCF_034422435.1	ASM3442243v1
Escherichia coli	GCF_030035525.1	ASM3003552v1
Escherichia coli	GCF_017570605.1	ASM1757060v1
Staphylococcus aureus	GCF_029011215.1	ASM2901121v1
Salmonella enterica	GCF_000698515.2	ASM69851v2
Escherichia coli	GCF_009664205.1	ASM966420v1
Escherichia coli	GCF_022493835.1	ASM2249383v1
Bacillus subtilis	GCF_001697265.1	ASM169726v1
Escherichia coli	GCF_008931185.1	ASM893118v1
Escherichia coli	GCF_001901465.1	ASM190146v1
Staphylococcus aureus	GCF_038096235.1	BSN183
Escherichia coli	GCF_025244625.1	ASM2524462v1
Escherichia coli	GCF_013459015.1	ASM1345901v1
Listeria monocytogenes	GCF_002103235.2	ASM210323v2
Salmonella enterica	GCF_006165205.1	ASM616520v1
Salmonella enterica	GCF_009806735.1	ASM980673v1
Escherichia coli	GCF_002012005.1	ASM201200v1
Escherichia coli	GCF_003956305.1	ASM395630v1
Escherichia coli	GCF_022964895.1	ASM2296489v1
Salmonella enterica	GCF_016071195.1	ASM1607119v1
Staphylococcus aureus	GCF_900607285.1	BPH3244
Escherichia coli	GCF_964053165.1	30224_1_38
Salmonella enterica	GCF_001890165.1	ASM189016v1
Escherichia coli	GCF_017164915.1	ASM1716491v1
Staphylococcus aureus	GCF_002202075.1	ASM220207v1
Escherichia coli	GCF_034337405.2	ASM3433740v2
Salmonella enterica	GCF_037055435.1	ASM3705543v1
Enterococcus faecalis	GCF_013344625.1	ASM1334462v1
Salmonella enterica	GCF_031036455.1	ASM3103645v1
Escherichia coli	GCF_904866305.1	MINF_2E
Staphylococcus aureus	GCF_010669265.1	ASM1066926v1
Salmonella enterica	GCF_001629775.1	ASM162977v1
Escherichia coli	GCF_023539015.1	ASM2353901v1
Salmonella enterica	GCF_004919405.1	ASM491940v1
Salmonella enterica	GCF_003864035.1	ASM386403v1
Escherichia coli	GCF_013694285.1	ASM1369428v1
Escherichia coli	GCF_001682305.2	ASM168230v2
Escherichia coli	GCF_022869945.1	ASM2286994v1
Staphylococcus aureus	GCF_003354885.1	ASM335488v1
Listeria monocytogenes	GCF_000513695.1	ASM51369v1
Escherichia coli	GCF_004358965.1	ASM435896v1
Escherichia coli	GCF_905332395.2	AI2894v1_cpp
Escherichia coli	GCF_036362825.1	ASM3636282v1
Salmonella enterica	GCF_025311075.1	ASM2531107v1
Escherichia coli	GCF_030389695.1	ASM3038969v1
Escherichia coli	GCF_023657975.1	ASM2365797v1
Escherichia coli	GCF_029590495.1	ASM2959049v1
Staphylococcus aureus	GCF_023278065.1	ASM2327806v1
Escherichia coli	GCF_025996495.1	ASM2599649v1
Enterococcus faecalis	GCF_025958865.1	ASM2595886v1
Staphylococcus aureus	GCF_008619415.1	ASM861941v1
Salmonella enterica	GCF_016451985.1	ASM1645198v1
Escherichia coli	GCF_963575445.1	F247
Pseudomonas aeruginosa	GCF_027571155.1	ASM2757115v1
Escherichia coli	GCF_032295145.1	ASM3229514v1
Staphylococcus aureus	GCF_038025155.1	WGS_using_MinION_R10.4.1_of_Staphylococcus_aureus_TUM22702
Escherichia coli	GCF_040554455.1	ASM4055445v1
Bacillus subtilis	GCF_001720505.1	ASM172050v1
Staphylococcus aureus	GCF_005931055.2	ASM593105v2
Staphylococcus aureus	GCF_023658665.1	ASM2365866v1
Pseudomonas aeruginosa	GCF_031326325.1	ASM3132632v1
Enterococcus faecalis	GCF_006494855.1	ASM649485v1
Escherichia coli	GCF_002863665.1	ASM286366v1
Escherichia coli	GCF_016776365.1	ASM1677636v1
Staphylococcus aureus	GCF_009914455.1	ASM991445v1
Staphylococcus aureus	GCF_003432365.1	ASM343236v1
Staphylococcus aureus	GCF_900324225.1	7_4623
Salmonella enterica	GCF_002209205.2	ASM220920v2
Escherichia coli	GCF_001645235.2	ASM164523v2
Escherichia coli	GCF_027925565.1	ASM2792556v1
Salmonella enterica	GCF_024266245.1	ASM2426624v1
Staphylococcus aureus	GCF_001611425.1	ASM161142v1
Escherichia coli	GCF_016903315.1	ASM1690331v1
Escherichia coli	GCF_019428725.1	ASM1942872v1
Salmonella enterica	GCF_003325075.1	ASM332507v1
Escherichia coli	GCF_016806025.1	ASM1680602v1
Escherichia coli	GCF_024917375.1	ASM2491737v1
Escherichia coli	GCF_001021595.1	ASM102159v1
Salmonella enterica	GCF_027701665.1	ASM2770166v1
Staphylococcus aureus	GCF_038429905.1	ASM3842990v1
Staphylococcus aureus	GCF_003490125.1	ASM349012v1
Pseudomonas aeruginosa	GCF_040581105.1	ASM4058110v1
Escherichia coli	GCF_002142695.1	ASM214269v1
Listeria monocytogenes	GCF_000306985.1	ASM30698v1
Salmonella enterica	GCF_002763415.1	ASM276341v1
Salmonella enterica	GCF_012049805.1	ASM1204980v1
Staphylococcus aureus	GCF_018336515.1	ASM1833651v1
Escherichia coli	GCF_003432305.1	ASM343230v1
Escherichia coli	GCF_022493015.1	ASM2249301v1
Escherichia coli	GCF_025642235.1	ASM2564223v1
Escherichia coli	GCF_003956245.1	ASM395624v1
Staphylococcus aureus	GCF_001515665.1	ASM151566v1
Escherichia coli	GCF_003204955.1	ASM320495v1
Escherichia coli	GCF_013374315.1	ASM1337431v1
Escherichia coli	GCF_000148365.1	ASM14836v1
Escherichia coli	GCF_017868515.1	ASM1786851v1
Staphylococcus aureus	GCF_019550945.1	ASM1955094v1
Escherichia coli	GCF_015290725.1	ASM1529072v1
Salmonella enterica	GCF_000011885.1	ASM1188v1
Salmonella enterica	GCF_025259525.1	ASM2525952v1
Bacillus subtilis	GCF_039621185.1	ASM3962118v1
Staphylococcus aureus	GCF_030014065.1	ASM3001406v1
Staphylococcus aureus	GCF_000160335.2	ASM16033v2
Escherichia coli	GCF_040549715.1	ASM4054971v1
Escherichia coli	GCF_003018455.1	ASM301845v1
Escherichia coli	GCF_003018615.1	ASM301861v1
Enterococcus faecalis	GCF_000281195.1	ASM28119v1
Escherichia coli	GCF_020149705.1	ASM2014970v1
Escherichia coli	GCF_037225585.1	ASM3722558v1
Staphylococcus aureus	GCF_022869625.1	ASM2286962v1
Pseudomonas aeruginosa	GCF_035621175.1	ASM3562117v1
Escherichia coli	GCF_002854065.1	ASM285406v1
Salmonella enterica	GCF_040822535.1	ASM4082253v1
Staphylococcus aureus	GCF_025559805.1	ASM2555980v1
Staphylococcus aureus	GCF_040361795.1	ASM4036179v1
Salmonella enterica	GCF_009664615.1	ASM966461v1
Escherichia coli	GCF_024499265.1	ASM2449926v1
Limosilactobacillus fermentum	GCF_030770375.1	ASM3077037v1
Staphylococcus aureus	GCF_037076495.1	ASM3707649v1
Escherichia coli	GCF_029990375.1	ASM2999037v1
Escherichia coli	GCF_001007915.1	ASM100791v1
Escherichia coli	GCF_022058225.1	ASM2205822v1
Salmonella enterica	GCF_000623195.2	ASM62319v2
Salmonella enterica	GCF_003718435.1	ASM371843v1
Escherichia coli	GCF_032385915.1	ASM3238591v1
Staphylococcus aureus	GCF_008619935.1	ASM861993v1
Salmonella enterica	GCF_037824785.1	ASM3782478v1
Salmonella enterica	GCF_001623765.2	ASM162376v2
Escherichia coli	GCF_949361525.1	GENOMIC20-004
Escherichia coli	GCF_003956325.1	ASM395632v1
Escherichia coli	GCF_002591135.1	ASM259113v1
Staphylococcus aureus	GCF_000746505.1	ASM74650v1
Listeria monocytogenes	GCF_009648615.1	ASM964861v1
Bacillus subtilis	GCF_029027845.1	ASM2902784v1
Escherichia coli	GCF_029227875.1	ASM2922787v1
Staphylococcus aureus	GCF_026625325.1	ASM2662532v1
Salmonella enterica	GCF_009728795.1	ASM972879v1
Staphylococcus aureus	GCF_021249285.1	ASM2124928v1
Escherichia coli	GCF_002846135.1	ASM284613v1
Listeria monocytogenes	GCF_030168065.1	ASM3016806v1
Escherichia coli	GCF_037622475.1	ASM3762247v1
Staphylococcus aureus	GCF_038430005.1	ASM3843000v1
Escherichia coli	GCF_003019075.1	ASM301907v1
Salmonella enterica	GCF_004848885.1	ASM484888v1
Salmonella enterica	GCF_020715485.1	ASM2071548v1
Bacillus subtilis	GCF_037755145.1	ASM3775514v1
Escherichia coli	GCF_025399095.1	ASM2539909v1
Staphylococcus aureus	GCF_038429865.1	ASM3842986v1
Pseudomonas aeruginosa	GCF_022811805.1	ASM2281180v1
Salmonella enterica	GCF_000626215.1	ASM62621v1
Staphylococcus aureus	GCF_020388155.1	ASM2038815v1
Escherichia coli	GCF_003018035.1	ASM301803v1
Escherichia coli	GCF_001566335.1	ASM156633v1
Listeria monocytogenes	GCF_002843525.1	ASM284352v1
Pseudomonas aeruginosa	GCF_021497345.2	ASM2149734v2
Salmonella enterica	GCF_000750215.1	ASM75021v1
Escherichia coli	GCF_016942635.1	ASM1694263v1
Escherichia coli	GCF_036496705.1	ASM3649670v1
Salmonella enterica	GCF_009497835.1	ASM949783v1
Salmonella enterica	GCF_012051245.1	ASM1205124v1
Escherichia coli	GCF_036508395.1	ASM3650839v1
Enterococcus faecalis	GCF_036264895.1	ASM3626489v1
Escherichia coli	GCF_018361365.1	ASM1836136v1
Staphylococcus aureus	GCF_020389005.1	ASM2038900v1
Escherichia coli	GCF_016432785.1	ASM1643278v1
Escherichia coli	GCF_037287395.1	ASM3728739v1
Escherichia coli	GCF_016776245.1	ASM1677624v1
Staphylococcus aureus	GCF_025560805.1	ASM2556080v1
Bacillus subtilis	GCF_030053655.1	ASM3005365v1
Escherichia coli	GCF_013167495.1	ASM1316749v1
Pseudomonas aeruginosa	GCF_021460035.1	ASM2146003v1
Staphylococcus aureus	GCF_001183705.3	ASM118370v3
Pseudomonas aeruginosa	GCF_016925475.1	ASM1692547v1
Salmonella enterica	GCF_003325155.1	ASM332515v1
Staphylococcus aureus	GCF_004136655.1	ASM413665v1
Pseudomonas aeruginosa	GCF_033108345.1	ASM3310834v1
Escherichia coli	GCF_037081985.1	ASM3708198v1
Staphylococcus aureus	GCF_000382965.1	ASM38296v1
Escherichia coli	GCF_014058445.2	ASM1405844v2
Escherichia coli	GCF_030708215.1	ASM3070821v1
Escherichia coli	GCF_014168775.1	ASM1416877v1
Staphylococcus aureus	GCF_039830175.1	CUBIST-50
Escherichia coli	GCF_030388645.1	ASM3038864v1
Salmonella enterica	GCF_032465775.1	ASM3246577v1
Escherichia coli	GCF_001021615.1	APECO18
Salmonella enterica	GCF_019890995.1	ASM1989099v1
